Lead ID,organization_name,Industry,Contact Name,Email,Country,Service Needed,Status,Proposal Generated ,Proposal Link,Date Generated,Email Sent ,Date Sent,AI Follow-up Link,Follow-up Sent,Follow-up Date,Gmail Thread
L0171,Paystack,Fintech,Samuel Ahmed,samuel.ahmed@paystack.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0172,Interswitch,Fintech,Mary Nwosu,mary.nwosu@interswitch.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0173,Moniepoint,Fintech,David Nwosu,david.nwosu@moniepoint.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0174,Seplat Energy,Energy,Grace Nwosu,grace.nwosu@seplat.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0175,Oando PLC,Energy,Daniel Balogun,daniel.balogun@oando.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0176,Dangote Cement,Manufacturing,Esther Balogun,esther.balogun@dangote.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0177,BUA Cement,Manufacturing,Michael Balogun,michael.balogun@bua.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0178,Nestle Nigeria,Manufacturing,Chioma Ojo,chioma.ojo@nestle.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0179,Nigerian Breweries,Manufacturing,Ibrahim Ojo,ibrahim.ojo@nb.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0180,AXA Mansard,Insurance,Aisha Ojo,aisha.ojo@axa.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0181,UBA PLC,Banking,Samuel Johnson,samuel.johnson@uba.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0182,GTCO PLC,Banking,Mary Johnson,mary.johnson@gtco.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0183,Zenith Bank PLC,Banking,David Johnson,david.johnson@zenith.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0184,Access Holdings,Banking,Grace Adewale,grace.adewale@access.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0185,First HoldCo,Banking,Daniel Adewale,daniel.adewale@firstholdco.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0186,MTN Nigeria,Telecom,Esther Adewale,esther.adewale@mtn.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0187,Airtel Nigeria,Telecom,Michael Okafor,michael.okafor@airtel.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0188,Globacom,Telecom,Chioma Okafor,chioma.okafor@glo.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0189,9mobile,Telecom,Ibrahim Okafor,ibrahim.okafor@9mobile.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0190,Flutterwave,Fintech,Aisha Ogunleye,aisha.ogunleye@flutterwave.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0191,Paystack,Fintech,Samuel Ogunleye,samuel.ogunleye@paystack.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0192,Interswitch,Fintech,Mary Ogunleye,mary.ogunleye@interswitch.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0193,Moniepoint,Fintech,David Bello,david.bello@moniepoint.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0194,Seplat Energy,Energy,Grace Bello,grace.bello@seplat.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0195,Oando PLC,Energy,Daniel Bello,daniel.bello@oando.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0196,Dangote Cement,Manufacturing,Esther Eze,esther.eze@dangote.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0197,BUA Cement,Manufacturing,Michael Eze,michael.eze@bua.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0198,Nestle Nigeria,Manufacturing,Chioma Eze,chioma.eze@nestle.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0199,Nigerian Breweries,Manufacturing,Ibrahim Ahmed,ibrahim.ahmed@nb.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0200,AXA Mansard,Insurance,Aisha Ahmed,aisha.ahmed@axa.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0201,UBA PLC,Banking,Samuel Ahmed,samuel.ahmed@uba.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0202,GTCO PLC,Banking,Mary Nwosu,mary.nwosu@gtco.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0203,Zenith Bank PLC,Banking,David Nwosu,david.nwosu@zenith.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0204,Access Holdings,Banking,Grace Nwosu,grace.nwosu@access.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0205,First HoldCo,Banking,Daniel Balogun,daniel.balogun@firstholdco.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0206,MTN Nigeria,Telecom,Esther Balogun,esther.balogun@mtn.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0207,Airtel Nigeria,Telecom,Michael Balogun,michael.balogun@airtel.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0208,Globacom,Telecom,Chioma Ojo,chioma.ojo@glo.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0209,9mobile,Telecom,Ibrahim Ojo,ibrahim.ojo@9mobile.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0210,Flutterwave,Fintech,Aisha Ojo,aisha.ojo@flutterwave.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0211,Paystack,Fintech,Samuel Johnson,samuel.johnson@paystack.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0212,Interswitch,Fintech,Mary Johnson,mary.johnson@interswitch.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0213,Moniepoint,Fintech,David Johnson,david.johnson@moniepoint.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0214,Seplat Energy,Energy,Grace Adewale,grace.adewale@seplat.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0215,Oando PLC,Energy,Daniel Adewale,daniel.adewale@oando.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0216,Dangote Cement,Manufacturing,Esther Adewale,esther.adewale@dangote.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0217,BUA Cement,Manufacturing,Michael Okafor,michael.okafor@bua.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0218,Nestle Nigeria,Manufacturing,Chioma Okafor,chioma.okafor@nestle.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0219,Nigerian Breweries,Manufacturing,Ibrahim Okafor,ibrahim.okafor@nb.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0220,AXA Mansard,Insurance,Aisha Ogunleye,aisha.ogunleye@axa.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0221,UBA PLC,Banking,Samuel Ogunleye,samuel.ogunleye@uba.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0222,GTCO PLC,Banking,Mary Ogunleye,mary.ogunleye@gtco.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0223,Zenith Bank PLC,Banking,David Bello,david.bello@zenith.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0224,Access Holdings,Banking,Grace Bello,grace.bello@access.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0225,First HoldCo,Banking,Daniel Bello,daniel.bello@firstholdco.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0226,MTN Nigeria,Telecom,Esther Eze,esther.eze@mtn.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0227,Airtel Nigeria,Telecom,Michael Eze,michael.eze@airtel.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0228,Globacom,Telecom,Chioma Eze,chioma.eze@glo.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0229,9mobile,Telecom,Ibrahim Ahmed,ibrahim.ahmed@9mobile.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0230,Flutterwave,Fintech,Aisha Ahmed,aisha.ahmed@flutterwave.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0231,Paystack,Fintech,Samuel Ahmed,samuel.ahmed@paystack.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0232,Interswitch,Fintech,Mary Nwosu,mary.nwosu@interswitch.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0233,Moniepoint,Fintech,David Nwosu,david.nwosu@moniepoint.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0234,Seplat Energy,Energy,Grace Nwosu,grace.nwosu@seplat.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0235,Oando PLC,Energy,Daniel Balogun,daniel.balogun@oando.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0236,Dangote Cement,Manufacturing,Esther Balogun,esther.balogun@dangote.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0237,BUA Cement,Manufacturing,Michael Balogun,michael.balogun@bua.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0238,Nestle Nigeria,Manufacturing,Chioma Ojo,chioma.ojo@nestle.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0239,Nigerian Breweries,Manufacturing,Ibrahim Ojo,ibrahim.ojo@nb.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0240,AXA Mansard,Insurance,Aisha Ojo,aisha.ojo@axa.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0241,UBA PLC,Banking,Samuel Johnson,samuel.johnson@uba.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0242,GTCO PLC,Banking,Mary Johnson,mary.johnson@gtco.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0243,Zenith Bank PLC,Banking,David Johnson,david.johnson@zenith.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0244,Access Holdings,Banking,Grace Adewale,grace.adewale@access.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0245,First HoldCo,Banking,Daniel Adewale,daniel.adewale@firstholdco.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0246,MTN Nigeria,Telecom,Esther Adewale,esther.adewale@mtn.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0247,Airtel Nigeria,Telecom,Michael Okafor,michael.okafor@airtel.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0248,Globacom,Telecom,Chioma Okafor,chioma.okafor@glo.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0249,9mobile,Telecom,Ibrahim Okafor,ibrahim.okafor@9mobile.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0250,Flutterwave,Fintech,Aisha Ogunleye,aisha.ogunleye@flutterwave.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0251,Paystack,Fintech,Samuel Ogunleye,samuel.ogunleye@paystack.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0252,Interswitch,Fintech,Mary Ogunleye,mary.ogunleye@interswitch.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0253,Moniepoint,Fintech,David Bello,david.bello@moniepoint.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0254,Seplat Energy,Energy,Grace Bello,grace.bello@seplat.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0255,Oando PLC,Energy,Daniel Bello,daniel.bello@oando.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0256,Dangote Cement,Manufacturing,Esther Eze,esther.eze@dangote.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0257,BUA Cement,Manufacturing,Michael Eze,michael.eze@bua.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0258,Nestle Nigeria,Manufacturing,Chioma Eze,chioma.eze@nestle.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0259,Nigerian Breweries,Manufacturing,Ibrahim Ahmed,ibrahim.ahmed@nb.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0260,AXA Mansard,Insurance,Aisha Ahmed,aisha.ahmed@axa.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0261,UBA PLC,Banking,Samuel Ahmed,samuel.ahmed@uba.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0262,GTCO PLC,Banking,Mary Nwosu,mary.nwosu@gtco.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0263,Zenith Bank PLC,Banking,David Nwosu,david.nwosu@zenith.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0264,Access Holdings,Banking,Grace Nwosu,grace.nwosu@access.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0265,First HoldCo,Banking,Daniel Balogun,daniel.balogun@firstholdco.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0266,MTN Nigeria,Telecom,Esther Balogun,esther.balogun@mtn.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0267,Airtel Nigeria,Telecom,Michael Balogun,michael.balogun@airtel.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0268,Globacom,Telecom,Chioma Ojo,chioma.ojo@glo.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0269,9mobile,Telecom,Ibrahim Ojo,ibrahim.ojo@9mobile.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0270,Flutterwave,Fintech,Aisha Ojo,aisha.ojo@flutterwave.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0271,Paystack,Fintech,Samuel Johnson,samuel.johnson@paystack.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0272,Interswitch,Fintech,Mary Johnson,mary.johnson@interswitch.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0273,Moniepoint,Fintech,David Johnson,david.johnson@moniepoint.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0274,Seplat Energy,Energy,Grace Adewale,grace.adewale@seplat.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0275,Oando PLC,Energy,Daniel Adewale,daniel.adewale@oando.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0276,Dangote Cement,Manufacturing,Esther Adewale,esther.adewale@dangote.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0277,BUA Cement,Manufacturing,Michael Okafor,michael.okafor@bua.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0278,Nestle Nigeria,Manufacturing,Chioma Okafor,chioma.okafor@nestle.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0279,Nigerian Breweries,Manufacturing,Ibrahim Okafor,ibrahim.okafor@nb.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0280,AXA Mansard,Insurance,Aisha Ogunleye,aisha.ogunleye@axa.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0281,UBA PLC,Banking,Samuel Ogunleye,samuel.ogunleye@uba.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0282,GTCO PLC,Banking,Mary Ogunleye,mary.ogunleye@gtco.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0283,Zenith Bank PLC,Banking,David Bello,david.bello@zenith.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0284,Access Holdings,Banking,Grace Bello,grace.bello@access.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0285,First HoldCo,Banking,Daniel Bello,daniel.bello@firstholdco.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0286,MTN Nigeria,Telecom,Esther Eze,esther.eze@mtn.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0287,Airtel Nigeria,Telecom,Michael Eze,michael.eze@airtel.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0288,Globacom,Telecom,Chioma Eze,chioma.eze@glo.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0289,9mobile,Telecom,Ibrahim Ahmed,ibrahim.ahmed@9mobile.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0290,Flutterwave,Fintech,Aisha Ahmed,aisha.ahmed@flutterwave.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0291,Paystack,Fintech,Samuel Ahmed,samuel.ahmed@paystack.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0292,Interswitch,Fintech,Mary Nwosu,mary.nwosu@interswitch.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0293,Moniepoint,Fintech,David Nwosu,david.nwosu@moniepoint.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0294,Seplat Energy,Energy,Grace Nwosu,grace.nwosu@seplat.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0295,Oando PLC,Energy,Daniel Balogun,daniel.balogun@oando.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0296,Dangote Cement,Manufacturing,Esther Balogun,esther.balogun@dangote.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0297,BUA Cement,Manufacturing,Michael Balogun,michael.balogun@bua.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0298,Nestle Nigeria,Manufacturing,Chioma Ojo,chioma.ojo@nestle.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0299,Nigerian Breweries,Manufacturing,Ibrahim Ojo,ibrahim.ojo@nb.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0300,AXA Mansard,Insurance,Aisha Ojo,aisha.ojo@axa.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0301,UBA PLC,Banking,Samuel Johnson,samuel.johnson@uba.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0302,GTCO PLC,Banking,Mary Johnson,mary.johnson@gtco.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0303,Zenith Bank PLC,Banking,David Johnson,david.johnson@zenith.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0304,Access Holdings,Banking,Grace Adewale,grace.adewale@access.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0305,First HoldCo,Banking,Daniel Adewale,daniel.adewale@firstholdco.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0306,MTN Nigeria,Telecom,Esther Adewale,esther.adewale@mtn.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0307,Airtel Nigeria,Telecom,Michael Okafor,michael.okafor@airtel.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0308,Globacom,Telecom,Chioma Okafor,chioma.okafor@glo.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0309,9mobile,Telecom,Ibrahim Okafor,ibrahim.okafor@9mobile.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0310,Flutterwave,Fintech,Aisha Ogunleye,aisha.ogunleye@flutterwave.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0311,Paystack,Fintech,Samuel Ogunleye,samuel.ogunleye@paystack.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0312,Interswitch,Fintech,Mary Ogunleye,mary.ogunleye@interswitch.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0313,Moniepoint,Fintech,David Bello,david.bello@moniepoint.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0314,Seplat Energy,Energy,Grace Bello,grace.bello@seplat.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0315,Oando PLC,Energy,Daniel Bello,daniel.bello@oando.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0316,Dangote Cement,Manufacturing,Esther Eze,esther.eze@dangote.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0317,BUA Cement,Manufacturing,Michael Eze,michael.eze@bua.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0318,Nestle Nigeria,Manufacturing,Chioma Eze,chioma.eze@nestle.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0319,Nigerian Breweries,Manufacturing,Ibrahim Ahmed,ibrahim.ahmed@nb.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0320,AXA Mansard,Insurance,Aisha Ahmed,aisha.ahmed@axa.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0321,UBA PLC,Banking,Samuel Ahmed,samuel.ahmed@uba.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0322,GTCO PLC,Banking,Mary Nwosu,mary.nwosu@gtco.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0323,Zenith Bank PLC,Banking,David Nwosu,david.nwosu@zenith.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0324,Access Holdings,Banking,Grace Nwosu,grace.nwosu@access.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0325,First HoldCo,Banking,Daniel Balogun,daniel.balogun@firstholdco.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0326,MTN Nigeria,Telecom,Esther Balogun,esther.balogun@mtn.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0327,Airtel Nigeria,Telecom,Michael Balogun,michael.balogun@airtel.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0328,Globacom,Telecom,Chioma Ojo,chioma.ojo@glo.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0329,9mobile,Telecom,Ibrahim Ojo,ibrahim.ojo@9mobile.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0330,Flutterwave,Fintech,Aisha Ojo,aisha.ojo@flutterwave.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0331,Paystack,Fintech,Samuel Johnson,samuel.johnson@paystack.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0332,Interswitch,Fintech,Mary Johnson,mary.johnson@interswitch.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0333,Moniepoint,Fintech,David Johnson,david.johnson@moniepoint.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0334,Seplat Energy,Energy,Grace Adewale,grace.adewale@seplat.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0335,Oando PLC,Energy,Daniel Adewale,daniel.adewale@oando.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0336,Dangote Cement,Manufacturing,Esther Adewale,esther.adewale@dangote.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0337,BUA Cement,Manufacturing,Michael Okafor,michael.okafor@bua.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0338,Nestle Nigeria,Manufacturing,Chioma Okafor,chioma.okafor@nestle.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0339,Nigerian Breweries,Manufacturing,Ibrahim Okafor,ibrahim.okafor@nb.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0340,AXA Mansard,Insurance,Aisha Ogunleye,aisha.ogunleye@axa.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0341,UBA PLC,Banking,Samuel Ogunleye,samuel.ogunleye@uba.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0342,GTCO PLC,Banking,Mary Ogunleye,mary.ogunleye@gtco.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0343,Zenith Bank PLC,Banking,David Bello,david.bello@zenith.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0344,Access Holdings,Banking,Grace Bello,grace.bello@access.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0345,First HoldCo,Banking,Daniel Bello,daniel.bello@firstholdco.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0346,MTN Nigeria,Telecom,Esther Eze,esther.eze@mtn.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0347,Airtel Nigeria,Telecom,Michael Eze,michael.eze@airtel.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0348,Globacom,Telecom,Chioma Eze,chioma.eze@glo.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0349,9mobile,Telecom,Ibrahim Ahmed,ibrahim.ahmed@9mobile.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0350,Flutterwave,Fintech,Aisha Ahmed,aisha.ahmed@flutterwave.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0351,Paystack,Fintech,Samuel Ahmed,samuel.ahmed@paystack.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0352,Interswitch,Fintech,Mary Nwosu,mary.nwosu@interswitch.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0353,Moniepoint,Fintech,David Nwosu,david.nwosu@moniepoint.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0354,Seplat Energy,Energy,Grace Nwosu,grace.nwosu@seplat.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0355,Oando PLC,Energy,Daniel Balogun,daniel.balogun@oando.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0356,Dangote Cement,Manufacturing,Esther Balogun,esther.balogun@dangote.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0357,BUA Cement,Manufacturing,Michael Balogun,michael.balogun@bua.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0358,Nestle Nigeria,Manufacturing,Chioma Ojo,chioma.ojo@nestle.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0359,Nigerian Breweries,Manufacturing,Ibrahim Ojo,ibrahim.ojo@nb.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0360,AXA Mansard,Insurance,Aisha Ojo,aisha.ojo@axa.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0361,UBA PLC,Banking,Samuel Johnson,samuel.johnson@uba.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0362,GTCO PLC,Banking,Mary Johnson,mary.johnson@gtco.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0363,Zenith Bank PLC,Banking,David Johnson,david.johnson@zenith.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0364,Access Holdings,Banking,Grace Adewale,grace.adewale@access.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0365,First HoldCo,Banking,Daniel Adewale,daniel.adewale@firstholdco.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0366,MTN Nigeria,Telecom,Esther Adewale,esther.adewale@mtn.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0367,Airtel Nigeria,Telecom,Michael Okafor,michael.okafor@airtel.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0368,Globacom,Telecom,Chioma Okafor,chioma.okafor@glo.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0369,9mobile,Telecom,Ibrahim Okafor,ibrahim.okafor@9mobile.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
